community_name_join,year,crime_type,crime_count,population_2019,sector,comm_structure,crime_rate_per_1000
whitehorn,2020,Violence  'Other' (Non-domestic),12,12019.0,NORTHEAST,1960s/1970s,0.9984191696480573
whitehorn,2021,Assault (Non-domestic),19,12019.0,NORTHEAST,1960s/1970s,1.5808303519427573
whitehorn,2021,Break & Enter - Commercial,8,12019.0,NORTHEAST,1960s/1970s,0.6656127797653715
whitehorn,2021,Break & Enter - Dwelling,11,12019.0,NORTHEAST,1960s/1970s,0.9152175721773859
whitehorn,2021,Break & Enter - Other Premises,14,12019.0,NORTHEAST,1960s/1970s,1.1648223645894002
whitehorn,2021,Commercial Robbery,4,12019.0,NORTHEAST,1960s/1970s,0.33280638988268574
whitehorn,2021,Street Robbery,6,12019.0,NORTHEAST,1960s/1970s,0.49920958482402866
whitehorn,2021,Theft FROM Vehicle,76,12019.0,NORTHEAST,1960s/1970s,6.323321407771029
whitehorn,2021,Theft OF Vehicle,53,12019.0,NORTHEAST,1960s/1970s,4.409684665945586
whitehorn,2021,Violence  'Other' (Non-domestic),11,12019.0,NORTHEAST,1960s/1970s,0.9152175721773859
whitehorn,2022,Assault (Non-domestic),39,12019.0,NORTHEAST,1960s/1970s,3.244862301356186
whitehorn,2022,Break & Enter - Commercial,7,12019.0,NORTHEAST,1960s/1970s,0.5824111822947001
whitehorn,2022,Break & Enter - Dwelling,15,12019.0,NORTHEAST,1960s/1970s,1.2480239620600715
whitehorn,2022,Break & Enter - Other Premises,17,12019.0,NORTHEAST,1960s/1970s,1.4144271570014144
whitehorn,2022,Commercial Robbery,3,12019.0,NORTHEAST,1960s/1970s,0.24960479241201433
whitehorn,2022,Street Robbery,7,12019.0,NORTHEAST,1960s/1970s,0.5824111822947001
whitehorn,2022,Theft FROM Vehicle,94,12019.0,NORTHEAST,1960s/1970s,7.820950162243115
whitehorn,2022,Theft OF Vehicle,45,12019.0,NORTHEAST,1960s/1970s,3.7440718861802145
whitehorn,2022,Violence  'Other' (Non-domestic),15,12019.0,NORTHEAST,1960s/1970s,1.2480239620600715
whitehorn,2023,Assault (Non-domestic),42,12019.0,NORTHEAST,1960s/1970s,3.4944670937682005
whitehorn,2023,Break & Enter - Commercial,4,12019.0,NORTHEAST,1960s/1970s,0.33280638988268574
whitehorn,2023,Break & Enter - Dwelling,11,12019.0,NORTHEAST,1960s/1970s,0.9152175721773859
whitehorn,2023,Break & Enter - Other Premises,7,12019.0,NORTHEAST,1960s/1970s,0.5824111822947001
whitehorn,2023,Commercial Robbery,2,12019.0,NORTHEAST,1960s/1970s,0.16640319494134287
whitehorn,2023,Street Robbery,3,12019.0,NORTHEAST,1960s/1970s,0.24960479241201433
whitehorn,2023,Theft FROM Vehicle,70,12019.0,NORTHEAST,1960s/1970s,5.824111822947001
whitehorn,2023,Theft OF Vehicle,52,12019.0,NORTHEAST,1960s/1970s,4.326483068474915
whitehorn,2023,Violence  'Other' (Non-domestic),24,12019.0,NORTHEAST,1960s/1970s,1.9968383392961147
whitehorn,2024,Assault (Non-domestic),31,12019.0,NORTHEAST,1960s/1970s,2.5792495215908144
whitehorn,2024,Break & Enter - Commercial,6,12019.0,NORTHEAST,1960s/1970s,0.49920958482402866
whitehorn,2024,Break & Enter - Dwelling,10,12019.0,NORTHEAST,1960s/1970s,0.8320159747067144
whitehorn,2024,Break & Enter - Other Premises,4,12019.0,NORTHEAST,1960s/1970s,0.33280638988268574
whitehorn,2024,Commercial Robbery,2,12019.0,NORTHEAST,1960s/1970s,0.16640319494134287
whitehorn,2024,Street Robbery,5,12019.0,NORTHEAST,1960s/1970s,0.4160079873533572
whitehorn,2024,Theft FROM Vehicle,46,12019.0,NORTHEAST,1960s/1970s,3.8272734836508864
whitehorn,2024,Theft OF Vehicle,30,12019.0,NORTHEAST,1960s/1970s,2.496047924120143
whitehorn,2024,Violence  'Other' (Non-domestic),11,12019.0,NORTHEAST,1960s/1970s,0.9152175721773859
wildwood,2018,Assault (Non-domestic),3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2018,Break & Enter - Commercial,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2018,Break & Enter - Dwelling,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2018,Break & Enter - Other Premises,9,2709.0,WEST,1950s,3.3222591362126246
wildwood,2018,Theft FROM Vehicle,40,2709.0,WEST,1950s,14.765596160944998
wildwood,2018,Theft OF Vehicle,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2018,Violence  'Other' (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2019,Assault (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2019,Break & Enter - Commercial,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2019,Break & Enter - Dwelling,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2019,Break & Enter - Other Premises,11,2709.0,WEST,1950s,4.060538944259874
wildwood,2019,Theft FROM Vehicle,44,2709.0,WEST,1950s,16.242155777039496
wildwood,2019,Theft OF Vehicle,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2019,Violence  'Other' (Non-domestic),1,2709.0,WEST,1950s,0.36913990402362495
wildwood,2020,Assault (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2020,Break & Enter - Commercial,5,2709.0,WEST,1950s,1.8456995201181248
wildwood,2020,Break & Enter - Dwelling,4,2709.0,WEST,1950s,1.4765596160944998
wildwood,2020,Break & Enter - Other Premises,7,2709.0,WEST,1950s,2.5839793281653747
wildwood,2020,Street Robbery,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2020,Theft FROM Vehicle,20,2709.0,WEST,1950s,7.382798080472499
wildwood,2020,Theft OF Vehicle,6,2709.0,WEST,1950s,2.2148394241417497
wildwood,2020,Violence  'Other' (Non-domestic),1,2709.0,WEST,1950s,0.36913990402362495
wildwood,2021,Assault (Non-domestic),5,2709.0,WEST,1950s,1.8456995201181248
wildwood,2021,Break & Enter - Commercial,5,2709.0,WEST,1950s,1.8456995201181248
wildwood,2021,Break & Enter - Other Premises,9,2709.0,WEST,1950s,3.3222591362126246
wildwood,2021,Street Robbery,1,2709.0,WEST,1950s,0.36913990402362495
wildwood,2021,Theft FROM Vehicle,31,2709.0,WEST,1950s,11.443337024732374
wildwood,2021,Theft OF Vehicle,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2021,Violence  'Other' (Non-domestic),1,2709.0,WEST,1950s,0.36913990402362495
wildwood,2022,Assault (Non-domestic),5,2709.0,WEST,1950s,1.8456995201181248
wildwood,2022,Break & Enter - Commercial,4,2709.0,WEST,1950s,1.4765596160944998
wildwood,2022,Break & Enter - Dwelling,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2022,Break & Enter - Other Premises,6,2709.0,WEST,1950s,2.2148394241417497
wildwood,2022,Street Robbery,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2022,Theft FROM Vehicle,32,2709.0,WEST,1950s,11.812476928755999
wildwood,2022,Theft OF Vehicle,7,2709.0,WEST,1950s,2.5839793281653747
wildwood,2022,Violence  'Other' (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2023,Assault (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2023,Break & Enter - Commercial,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2023,Break & Enter - Dwelling,1,2709.0,WEST,1950s,0.36913990402362495
wildwood,2023,Break & Enter - Other Premises,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2023,Theft FROM Vehicle,16,2709.0,WEST,1950s,5.906238464377999
wildwood,2023,Theft OF Vehicle,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2023,Violence  'Other' (Non-domestic),2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2024,Assault (Non-domestic),11,2709.0,WEST,1950s,4.060538944259874
wildwood,2024,Break & Enter - Commercial,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2024,Break & Enter - Dwelling,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2024,Break & Enter - Other Premises,3,2709.0,WEST,1950s,1.1074197120708749
wildwood,2024,Theft FROM Vehicle,9,2709.0,WEST,1950s,3.3222591362126246
wildwood,2024,Theft OF Vehicle,2,2709.0,WEST,1950s,0.7382798080472499
wildwood,2024,Violence  'Other' (Non-domestic),5,2709.0,WEST,1950s,1.8456995201181248
willow park,2018,Assault (Non-domestic),14,5328.0,SOUTH,1960s/1970s,2.627627627627628
willow park,2018,Break & Enter - Commercial,21,5328.0,SOUTH,1960s/1970s,3.941441441441441
willow park,2018,Break & Enter - Dwelling,9,5328.0,SOUTH,1960s/1970s,1.6891891891891893
willow park,2018,Break & Enter - Other Premises,11,5328.0,SOUTH,1960s/1970s,2.0645645645645643
willow park,2018,Commercial Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2018,Street Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2018,Theft FROM Vehicle,78,5328.0,SOUTH,1960s/1970s,14.63963963963964
willow park,2018,Theft OF Vehicle,45,5328.0,SOUTH,1960s/1970s,8.445945945945946
willow park,2018,Violence  'Other' (Non-domestic),9,5328.0,SOUTH,1960s/1970s,1.6891891891891893
willow park,2019,Assault (Non-domestic),24,5328.0,SOUTH,1960s/1970s,4.504504504504505
willow park,2019,Break & Enter - Commercial,16,5328.0,SOUTH,1960s/1970s,3.003003003003003
willow park,2019,Break & Enter - Dwelling,14,5328.0,SOUTH,1960s/1970s,2.627627627627628
willow park,2019,Break & Enter - Other Premises,13,5328.0,SOUTH,1960s/1970s,2.43993993993994
willow park,2019,Commercial Robbery,4,5328.0,SOUTH,1960s/1970s,0.7507507507507507
willow park,2019,Street Robbery,3,5328.0,SOUTH,1960s/1970s,0.5630630630630631
willow park,2019,Theft FROM Vehicle,132,5328.0,SOUTH,1960s/1970s,24.774774774774777
willow park,2019,Theft OF Vehicle,50,5328.0,SOUTH,1960s/1970s,9.384384384384385
willow park,2019,Violence  'Other' (Non-domestic),10,5328.0,SOUTH,1960s/1970s,1.8768768768768769
willow park,2020,Assault (Non-domestic),15,5328.0,SOUTH,1960s/1970s,2.815315315315315
willow park,2020,Break & Enter - Commercial,18,5328.0,SOUTH,1960s/1970s,3.3783783783783785
willow park,2020,Break & Enter - Dwelling,10,5328.0,SOUTH,1960s/1970s,1.8768768768768769
willow park,2020,Break & Enter - Other Premises,16,5328.0,SOUTH,1960s/1970s,3.003003003003003
willow park,2020,Commercial Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2020,Street Robbery,1,5328.0,SOUTH,1960s/1970s,0.18768768768768768
willow park,2020,Theft FROM Vehicle,72,5328.0,SOUTH,1960s/1970s,13.513513513513514
willow park,2020,Theft OF Vehicle,24,5328.0,SOUTH,1960s/1970s,4.504504504504505
willow park,2020,Violence  'Other' (Non-domestic),8,5328.0,SOUTH,1960s/1970s,1.5015015015015014
willow park,2021,Assault (Non-domestic),6,5328.0,SOUTH,1960s/1970s,1.1261261261261262
willow park,2021,Break & Enter - Commercial,18,5328.0,SOUTH,1960s/1970s,3.3783783783783785
willow park,2021,Break & Enter - Dwelling,12,5328.0,SOUTH,1960s/1970s,2.2522522522522523
willow park,2021,Break & Enter - Other Premises,14,5328.0,SOUTH,1960s/1970s,2.627627627627628
willow park,2021,Commercial Robbery,3,5328.0,SOUTH,1960s/1970s,0.5630630630630631
willow park,2021,Street Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2021,Theft FROM Vehicle,60,5328.0,SOUTH,1960s/1970s,11.26126126126126
willow park,2021,Theft OF Vehicle,21,5328.0,SOUTH,1960s/1970s,3.941441441441441
willow park,2021,Violence  'Other' (Non-domestic),10,5328.0,SOUTH,1960s/1970s,1.8768768768768769
willow park,2022,Assault (Non-domestic),19,5328.0,SOUTH,1960s/1970s,3.566066066066066
willow park,2022,Break & Enter - Commercial,23,5328.0,SOUTH,1960s/1970s,4.316816816816817
willow park,2022,Break & Enter - Dwelling,5,5328.0,SOUTH,1960s/1970s,0.9384384384384384
willow park,2022,Break & Enter - Other Premises,16,5328.0,SOUTH,1960s/1970s,3.003003003003003
willow park,2022,Commercial Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2022,Theft FROM Vehicle,83,5328.0,SOUTH,1960s/1970s,15.578078078078077
willow park,2022,Theft OF Vehicle,19,5328.0,SOUTH,1960s/1970s,3.566066066066066
willow park,2022,Violence  'Other' (Non-domestic),11,5328.0,SOUTH,1960s/1970s,2.0645645645645643
willow park,2023,Assault (Non-domestic),20,5328.0,SOUTH,1960s/1970s,3.7537537537537538
willow park,2023,Break & Enter - Commercial,24,5328.0,SOUTH,1960s/1970s,4.504504504504505
willow park,2023,Break & Enter - Dwelling,9,5328.0,SOUTH,1960s/1970s,1.6891891891891893
willow park,2023,Break & Enter - Other Premises,15,5328.0,SOUTH,1960s/1970s,2.815315315315315
willow park,2023,Commercial Robbery,1,5328.0,SOUTH,1960s/1970s,0.18768768768768768
willow park,2023,Street Robbery,1,5328.0,SOUTH,1960s/1970s,0.18768768768768768
willow park,2023,Theft FROM Vehicle,75,5328.0,SOUTH,1960s/1970s,14.076576576576576
willow park,2023,Theft OF Vehicle,15,5328.0,SOUTH,1960s/1970s,2.815315315315315
willow park,2023,Violence  'Other' (Non-domestic),10,5328.0,SOUTH,1960s/1970s,1.8768768768768769
willow park,2024,Assault (Non-domestic),20,5328.0,SOUTH,1960s/1970s,3.7537537537537538
willow park,2024,Break & Enter - Commercial,12,5328.0,SOUTH,1960s/1970s,2.2522522522522523
willow park,2024,Break & Enter - Dwelling,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2024,Break & Enter - Other Premises,7,5328.0,SOUTH,1960s/1970s,1.313813813813814
willow park,2024,Commercial Robbery,2,5328.0,SOUTH,1960s/1970s,0.37537537537537535
willow park,2024,Street Robbery,3,5328.0,SOUTH,1960s/1970s,0.5630630630630631
willow park,2024,Theft FROM Vehicle,24,5328.0,SOUTH,1960s/1970s,4.504504504504505
willow park,2024,Theft OF Vehicle,17,5328.0,SOUTH,1960s/1970s,3.190690690690691
willow park,2024,Violence  'Other' (Non-domestic),10,5328.0,SOUTH,1960s/1970s,1.8768768768768769
windsor park,2018,Assault (Non-domestic),17,4584.0,CENTRE,1950s,3.7085514834205937
windsor park,2018,Break & Enter - Commercial,39,4584.0,CENTRE,1950s,8.507853403141361
windsor park,2018,Break & Enter - Dwelling,19,4584.0,CENTRE,1950s,4.144851657940664
windsor park,2018,Break & Enter - Other Premises,10,4584.0,CENTRE,1950s,2.181500872600349
windsor park,2018,Street Robbery,1,4584.0,CENTRE,1950s,0.2181500872600349
windsor park,2018,Theft FROM Vehicle,74,4584.0,CENTRE,1950s,16.14310645724258
windsor park,2018,Theft OF Vehicle,22,4584.0,CENTRE,1950s,4.799301919720768
windsor park,2018,Violence  'Other' (Non-domestic),7,4584.0,CENTRE,1950s,1.5270506108202442
windsor park,2019,Assault (Non-domestic),11,4584.0,CENTRE,1950s,2.399650959860384
windsor park,2019,Break & Enter - Commercial,43,4584.0,CENTRE,1950s,9.380453752181502
windsor park,2019,Break & Enter - Dwelling,10,4584.0,CENTRE,1950s,2.181500872600349
windsor park,2019,Break & Enter - Other Premises,14,4584.0,CENTRE,1950s,3.0541012216404884
windsor park,2019,Commercial Robbery,1,4584.0,CENTRE,1950s,0.2181500872600349
windsor park,2019,Street Robbery,2,4584.0,CENTRE,1950s,0.4363001745200698
windsor park,2019,Theft FROM Vehicle,92,4584.0,CENTRE,1950s,20.06980802792321
windsor park,2019,Theft OF Vehicle,22,4584.0,CENTRE,1950s,4.799301919720768
windsor park,2019,Violence  'Other' (Non-domestic),6,4584.0,CENTRE,1950s,1.3089005235602096
windsor park,2020,Assault (Non-domestic),14,4584.0,CENTRE,1950s,3.0541012216404884
windsor park,2020,Break & Enter - Commercial,37,4584.0,CENTRE,1950s,8.07155322862129
windsor park,2020,Break & Enter - Dwelling,3,4584.0,CENTRE,1950s,0.6544502617801048
windsor park,2020,Break & Enter - Other Premises,19,4584.0,CENTRE,1950s,4.144851657940664
windsor park,2020,Commercial Robbery,2,4584.0,CENTRE,1950s,0.4363001745200698
windsor park,2020,Street Robbery,2,4584.0,CENTRE,1950s,0.4363001745200698
windsor park,2020,Theft FROM Vehicle,111,4584.0,CENTRE,1950s,24.214659685863875
windsor park,2020,Theft OF Vehicle,19,4584.0,CENTRE,1950s,4.144851657940664
windsor park,2020,Violence  'Other' (Non-domestic),11,4584.0,CENTRE,1950s,2.399650959860384
windsor park,2021,Assault (Non-domestic),11,4584.0,CENTRE,1950s,2.399650959860384
windsor park,2021,Break & Enter - Commercial,20,4584.0,CENTRE,1950s,4.363001745200698
windsor park,2021,Break & Enter - Dwelling,6,4584.0,CENTRE,1950s,1.3089005235602096
windsor park,2021,Break & Enter - Other Premises,22,4584.0,CENTRE,1950s,4.799301919720768
windsor park,2021,Theft FROM Vehicle,78,4584.0,CENTRE,1950s,17.015706806282722
windsor park,2021,Theft OF Vehicle,16,4584.0,CENTRE,1950s,3.4904013961605584
windsor park,2021,Violence  'Other' (Non-domestic),13,4584.0,CENTRE,1950s,2.8359511343804535
windsor park,2022,Assault (Non-domestic),11,4584.0,CENTRE,1950s,2.399650959860384
windsor park,2022,Break & Enter - Commercial,20,4584.0,CENTRE,1950s,4.363001745200698
windsor park,2022,Break & Enter - Dwelling,8,4584.0,CENTRE,1950s,1.7452006980802792
windsor park,2022,Break & Enter - Other Premises,25,4584.0,CENTRE,1950s,5.453752181500873
windsor park,2022,Street Robbery,1,4584.0,CENTRE,1950s,0.2181500872600349
windsor park,2022,Theft FROM Vehicle,73,4584.0,CENTRE,1950s,15.92495636998255
windsor park,2022,Theft OF Vehicle,18,4584.0,CENTRE,1950s,3.926701570680628
windsor park,2022,Violence  'Other' (Non-domestic),7,4584.0,CENTRE,1950s,1.5270506108202442
windsor park,2023,Assault (Non-domestic),16,4584.0,CENTRE,1950s,3.4904013961605584
windsor park,2023,Break & Enter - Commercial,17,4584.0,CENTRE,1950s,3.7085514834205937
windsor park,2023,Break & Enter - Dwelling,9,4584.0,CENTRE,1950s,1.963350785340314
windsor park,2023,Break & Enter - Other Premises,12,4584.0,CENTRE,1950s,2.617801047120419
windsor park,2023,Commercial Robbery,1,4584.0,CENTRE,1950s,0.2181500872600349
windsor park,2023,Street Robbery,1,4584.0,CENTRE,1950s,0.2181500872600349
windsor park,2023,Theft FROM Vehicle,39,4584.0,CENTRE,1950s,8.507853403141361
windsor park,2023,Theft OF Vehicle,23,4584.0,CENTRE,1950s,5.017452006980802
windsor park,2023,Violence  'Other' (Non-domestic),4,4584.0,CENTRE,1950s,0.8726003490401396
windsor park,2024,Assault (Non-domestic),2,4584.0,CENTRE,1950s,0.4363001745200698
windsor park,2024,Break & Enter - Commercial,9,4584.0,CENTRE,1950s,1.963350785340314
windsor park,2024,Break & Enter - Dwelling,2,4584.0,CENTRE,1950s,0.4363001745200698
windsor park,2024,Break & Enter - Other Premises,5,4584.0,CENTRE,1950s,1.0907504363001745
windsor park,2024,Theft FROM Vehicle,30,4584.0,CENTRE,1950s,6.544502617801047
windsor park,2024,Theft OF Vehicle,12,4584.0,CENTRE,1950s,2.617801047120419
windsor park,2024,Violence  'Other' (Non-domestic),9,4584.0,CENTRE,1950s,1.963350785340314
winston heightsmountview,2018,Assault (Non-domestic),15,3635.0,CENTRE,1950s,4.126547455295736
winston heightsmountview,2018,Break & Enter - Commercial,17,3635.0,CENTRE,1950s,4.6767537826685
winston heightsmountview,2018,Break & Enter - Dwelling,6,3635.0,CENTRE,1950s,1.6506189821182944
winston heightsmountview,2018,Break & Enter - Other Premises,18,3635.0,CENTRE,1950s,4.951856946354884
winston heightsmountview,2018,Street Robbery,5,3635.0,CENTRE,1950s,1.375515818431912
winston heightsmountview,2018,Theft FROM Vehicle,67,3635.0,CENTRE,1950s,18.43191196698762
winston heightsmountview,2018,Theft OF Vehicle,26,3635.0,CENTRE,1950s,7.152682255845942
winston heightsmountview,2018,Violence  'Other' (Non-domestic),8,3635.0,CENTRE,1950s,2.200825309491059
winston heightsmountview,2019,Assault (Non-domestic),20,3635.0,CENTRE,1950s,5.502063273727648
winston heightsmountview,2019,Break & Enter - Commercial,21,3635.0,CENTRE,1950s,5.777166437414031
winston heightsmountview,2019,Break & Enter - Dwelling,13,3635.0,CENTRE,1950s,3.576341127922971
winston heightsmountview,2019,Break & Enter - Other Premises,25,3635.0,CENTRE,1950s,6.87757909215956
winston heightsmountview,2019,Commercial Robbery,4,3635.0,CENTRE,1950s,1.1004126547455295
winston heightsmountview,2019,Street Robbery,1,3635.0,CENTRE,1950s,0.2751031636863824
winston heightsmountview,2019,Theft FROM Vehicle,79,3635.0,CENTRE,1950s,21.733149931224208
winston heightsmountview,2019,Theft OF Vehicle,37,3635.0,CENTRE,1950s,10.178817056396149
winston heightsmountview,2019,Violence  'Other' (Non-domestic),6,3635.0,CENTRE,1950s,1.6506189821182944
winston heightsmountview,2020,Assault (Non-domestic),21,3635.0,CENTRE,1950s,5.777166437414031
winston heightsmountview,2020,Break & Enter - Commercial,11,3635.0,CENTRE,1950s,3.026134800550206
winston heightsmountview,2020,Break & Enter - Dwelling,9,3635.0,CENTRE,1950s,2.475928473177442
winston heightsmountview,2020,Break & Enter - Other Premises,28,3635.0,CENTRE,1950s,7.702888583218707
winston heightsmountview,2020,Commercial Robbery,4,3635.0,CENTRE,1950s,1.1004126547455295
winston heightsmountview,2020,Street Robbery,2,3635.0,CENTRE,1950s,0.5502063273727648
winston heightsmountview,2020,Theft FROM Vehicle,63,3635.0,CENTRE,1950s,17.33149931224209
winston heightsmountview,2020,Theft OF Vehicle,28,3635.0,CENTRE,1950s,7.702888583218707
winston heightsmountview,2020,Violence  'Other' (Non-domestic),7,3635.0,CENTRE,1950s,1.9257221458046767
winston heightsmountview,2021,Assault (Non-domestic),12,3635.0,CENTRE,1950s,3.3012379642365888
winston heightsmountview,2021,Break & Enter - Commercial,13,3635.0,CENTRE,1950s,3.576341127922971
winston heightsmountview,2021,Break & Enter - Dwelling,5,3635.0,CENTRE,1950s,1.375515818431912
winston heightsmountview,2021,Break & Enter - Other Premises,15,3635.0,CENTRE,1950s,4.126547455295736
